Division Name,pincode,district,statename
B.Deoghar ,814115,DEOGHAR,JHARKHAND
Singhbhum ,831003,EAST SINGHBUM,JHARKHAND
Singhbhum ,831014,SARAIKELA KHARSAWAN,JHARKHAND
Singhbhum ,831016,EAST SINGHBUM,JHARKHAND
Singhbhum ,831001,EAST SINGHBUM,JHARKHAND
Bengaluru East ,560047,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560036,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560037,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560066,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560300,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560063,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560006,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560113,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560102,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560098,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560027,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560011,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560076,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560111,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560500,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560012,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560010,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560009,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560096,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560112,BENGALURU URBAN,KARNATAKA
Bagalkot ,587311,BAGALKOT,KARNATAKA
Belagavi ,590001,BELAGAVI,KARNATAKA
Belagavi ,590017,BELAGAVI,KARNATAKA
Belagavi ,591345,BELAGAVI,KARNATAKA
Belagavi ,591301,BELAGAVI,KARNATAKA
Ballari ,583275,BALLARI,KARNATAKA
Ballari ,583153,BALLARI,KARNATAKA
Ballari ,583215,VIJAYNAGAR,KARNATAKA
Ballari ,583224,VIJAYNAGAR,KARNATAKA
Vijayapura ,586101,VIJAYAPURA,KARNATAKA
Vijayapura ,586109,VIJAYAPURA,KARNATAKA
Chikodi ,591217,BELAGAVI,KARNATAKA
Chikodi ,591239,BELAGAVI,KARNATAKA
Dharwad ,580001,DHARWAD,KARNATAKA
Dharwad ,580002,DHARWAD,KARNATAKA
Dharwad ,580030,DHARWAD,KARNATAKA
Dharwad ,580029,DHARWAD,KARNATAKA
Dharwad ,580021,DHARWAD,KARNATAKA
Gadag ,582101,GADAG,KARNATAKA
Gadag ,582206,GADAG,KARNATAKA
KOPPAL ,583233,KOPPAL,KARNATAKA
Kalaburagi ,585106,KALABURAGI,KARNATAKA
YADGIRI ,585219,YADGIR,KARNATAKA
Haveri ,581211,HAVERI,KARNATAKA
Karwar ,581321,UTTARA KANNADA,KARNATAKA
Karwar ,581324,UTTARA KANNADA,KARNATAKA
Karwar ,581328,UTTARA KANNADA,KARNATAKA
Karwar ,581339,UTTARA KANNADA,KARNATAKA
Karwar ,581308,UTTARA KANNADA,KARNATAKA
Chikkamagaluru ,577111,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577125,CHIKKAMAGALURU,KARNATAKA
Chitradurga ,577501,CHITRADURGA,KARNATAKA
DAVANAGERE ,577008,DAVANGERE,KARNATAKA
DAVANAGERE ,577003,DAVANGERE,KARNATAKA
Kolar ,563117,KOLAR,KARNATAKA
Mangaluru ,575016,DAKSHINA KANNADA,KARNATAKA
Mangaluru ,575011,DAKSHINA KANNADA,KARNATAKA
Mangaluru ,575002,DAKSHINA KANNADA,KARNATAKA
Mangaluru ,576121,UDUPI,KARNATAKA
Mysuru ,570015,MYSURU,KARNATAKA
Mysuru ,570004,MYSURU,KARNATAKA
Mysuru ,570016,MYSURU,KARNATAKA
Mysuru ,570001,MYSURU,KARNATAKA
Mysuru ,570006,MYSURU,KARNATAKA
Mysuru ,570020,MYSURU,KARNATAKA
Mysuru ,571601,MYSURU,KARNATAKA
Mysuru ,570014,MYSURU,KARNATAKA
Mysuru ,570022,MYSURU,KARNATAKA
Nanjangud ,571302,MYSURU,KARNATAKA
Puttur ,574122,UDUPI,KARNATAKA
Puttur ,574327,DAKSHINA KANNADA,KARNATAKA
Puttur ,574230,DAKSHINA KANNADA,KARNATAKA
Puttur ,574238,DAKSHINA KANNADA,KARNATAKA
Shivamogga ,577115,SHIVAMOGGA,KARNATAKA
Shivamogga ,577416,SHIVAMOGGA,KARNATAKA
Shivamogga ,577431,SHIVAMOGGA,KARNATAKA
Tumakuru ,572112,TUMAKURU,KARNATAKA
Udupi ,576217,UDUPI,KARNATAKA
Udupi ,576220,UDUPI,KARNATAKA
Udupi ,576228,UDUPI,KARNATAKA
Udupi ,576218,UDUPI,KARNATAKA
Udupi ,576122,UDUPI,KARNATAKA
Udupi ,574118,UDUPI,KARNATAKA
Alleppey ,688009,ALAPPUZHA,KERALA
Alleppey ,688004,ALAPPUZHA,KERALA
Alleppey ,688555,ALAPPUZHA,KERALA
Alwaye ,683587,ERNAKULAM,KERALA
Alwaye ,683515,ERNAKULAM,KERALA
Alwaye ,682316,ERNAKULAM,KERALA
Alwaye ,683543,ERNAKULAM,KERALA
Changanacherry ,686517,KOTTAYAM,KERALA
Changanacherry ,686515,KOTTAYAM,KERALA
Changanacherry ,686504,KOTTAYAM,KERALA
Ernakulam ,682313,ERNAKULAM,KERALA
Ernakulam ,682024,ERNAKULAM,KERALA
Ernakulam ,682035,ERNAKULAM,KERALA
Ernakulam ,682018,ERNAKULAM,KERALA
Ernakulam ,682304,ERNAKULAM,KERALA
Ernakulam ,682038,ERNAKULAM,KERALA
Ernakulam ,683501,ERNAKULAM,KERALA
Ernakulam ,682028,ERNAKULAM,KERALA
Ernakulam ,682501,ERNAKULAM,KERALA
Ernakulam ,682010,ERNAKULAM,KERALA
Ernakulam ,682503,ERNAKULAM,KERALA
Ernakulam ,682004,ERNAKULAM,KERALA
Ernakulam ,682002,ERNAKULAM,KERALA
Lakshadweep ,682553,LAKSHADWEEP DISTRICT,LAKSHADWEEP
Idukki ,685591,IDUKKI,KERALA
Idukki ,685587,IDUKKI,KERALA
Idukki ,685585,IDUKKI,KERALA
Idukki ,685608,IDUKKI,KERALA
Irinjalakuda ,680661,THRISSUR,KERALA
Kottayam ,686562,KOTTAYAM,KERALA
Kottayam ,686001,KOTTAYAM,KERALA
Kottayam ,686005,KOTTAYAM,KERALA
Kottayam ,686583,KOTTAYAM,KERALA
Kottayam ,686123,KOTTAYAM,KERALA
Kottayam ,686609,KOTTAYAM,KERALA
Kottayam ,686634,KOTTAYAM,KERALA
Mavelikara ,690517,ALAPPUZHA,KERALA
Mavelikara ,690529,ALAPPUZHA,KERALA
Mavelikara ,689521,ALAPPUZHA,KERALA
Trichur ,680518,THRISSUR,KERALA
Trichur ,680502,THRISSUR,KERALA
Trichur ,680543,THRISSUR,KERALA
Trichur ,680509,THRISSUR,KERALA
Trichur ,680508,THRISSUR,KERALA
Trichur ,680513,THRISSUR,KERALA
Trichur ,680011,THRISSUR,KERALA
Trichur ,680613,THRISSUR,KERALA
Trichur ,680612,THRISSUR,KERALA
Trichur ,680655,THRISSUR,KERALA
Trichur ,680022,THRISSUR,KERALA
Trichur ,680020,THRISSUR,KERALA
Trichur ,680010,THRISSUR,KERALA
Trichur ,680594,THRISSUR,KERALA
Trichur ,680601,THRISSUR,KERALA
Trichur ,680623,THRISSUR,KERALA
Pathanamthitta ,691552,PATHANAMTHITTA,KERALA
Pathanamthitta ,689668,PATHANAMTHITTA,KERALA
Pathanamthitta ,689675,PATHANAMTHITTA,KERALA
Pathanamthitta ,689654,PATHANAMTHITTA,KERALA
Pathanamthitta ,689645,PATHANAMTHITTA,KERALA
Pathanamthitta ,689678,PATHANAMTHITTA,KERALA
Pathanamthitta ,691311,KOLLAM,KERALA
Quilon ,691585,KOLLAM,KERALA
Quilon ,691572,KOLLAM,KERALA
Quilon ,691008,KOLLAM,KERALA
Quilon ,691301,KOLLAM,KERALA
Quilon ,691574,KOLLAM,KERALA
Quilon ,691304,KOLLAM,KERALA
Quilon ,691511,KOLLAM,KERALA
Quilon ,691536,KOLLAM,KERALA
Quilon ,691535,KOLLAM,KERALA
Tiruvalla ,689612,PATHANAMTHITTA,KERALA
Tiruvalla ,689584,PATHANAMTHITTA,KERALA
Tiruvalla ,689591,PATHANAMTHITTA,KERALA
Tiruvalla ,689111,PATHANAMTHITTA,KERALA
Tiruvalla ,689109,ALAPPUZHA,KERALA
Tiruvalla ,689588,PATHANAMTHITTA,KERALA
Trivandrum North ,695103,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695602,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695614,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695308,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695141,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695318,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695016,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695008,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695507,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695502,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695508,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695002,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695003,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695038,THIRUVANANTHAPURAM,KERALA
Calicut ,673032,KOZHIKODE,KERALA
Calicut ,673001,KOZHIKODE,KERALA
Calicut ,673632,KOZHIKODE,KERALA
Calicut ,673027,KOZHIKODE,KERALA
Calicut ,673029,KOZHIKODE,KERALA
Thalassery ,670646,WAYANAD,KERALA
Cannanore ,670014,KANNUR,KERALA
Cannanore ,670304,KANNUR,KERALA
Cannanore ,670004,KANNUR,KERALA
Cannanore ,670018,KANNUR,KERALA
Cannanore ,670010,KANNUR,KERALA
Cannanore ,670310,KANNUR,KERALA
Cannanore ,670567,KANNUR,KERALA
Cannanore ,670143,KANNUR,KERALA
Darrang ,784173,Biswanath,ASSAM
Begusarai ,851135,BEGUSARAI,BIHAR
Darbhanga ,846006,DARBHANGA,BIHAR
Darbhanga ,846010,DARBHANGA,BIHAR
Madhubani ,847305,MADHUBANI,BIHAR
Madhubani ,847411,MADHUBANI,BIHAR
al Office Katihar,854105,KATIHAR,BIHAR
Purnea ,854305,PURNIA,BIHAR
Purnea ,854302,PURNIA,BIHAR
Saran ,841209,SARAN,BIHAR
Saran ,841215,SARAN,BIHAR
Saran ,841223,SARAN,BIHAR
Saran ,841101,NA,NA
Siwan ,841287,SIWAN,BIHAR
Siwan ,841404,SIWAN,BIHAR
Siwan ,841226,SIWAN,BIHAR
Bhagalpur ,812002,BHAGALPUR,BIHAR
Bhagalpur ,812003,BHAGALPUR,BIHAR
Bhojpur ,802135,BUXAR,BIHAR
Gaya ,804408,JEHANABAD,BIHAR
AurangabadBihar ,804428,ARWAL,BIHAR
Nalanda ,803120,NALANDA,BIHAR
Patna ,801507,PATNA,BIHAR
Patna ,800006,PATNA,BIHAR
Patna ,800005,PATNA,BIHAR
Patna ,800016,PATNA,BIHAR
Patna ,800034,PATNA,BIHAR
Patna ,800014,PATNA,BIHAR
Patna ,800011,PATNA,BIHAR
Patna ,800023,PATNA,BIHAR
PATNA SAHIB ,800027,PATNA,BIHAR
Patna ,800010,PATNA,BIHAR
Patna GPO ,800033,NA,NA
Bilaspur ,495001,BILASPUR,CHHATTISGARH
Bilaspur ,495002,NA,NA
Bilaspur ,495452,KORBA,CHHATTISGARH
Bilaspur ,495444,KORBA,CHHATTISGARH
SURGUJA ,497555,KOREA,CHHATTISGARH
SURGUJA ,497446,KOREA,CHHATTISGARH
Raigarh ,496109,RAIGARH,CHHATTISGARH
Raipur ,492009,RAIPUR,CHHATTISGARH
Raipur ,492012,RAIPUR,CHHATTISGARH
Raipur ,493881,RAIPUR,CHHATTISGARH
Raipur ,493885,GARIYABAND,CHHATTISGARH
Raipur ,492010,RAIPUR,CHHATTISGARH
Raipur ,492008,RAIPUR,CHHATTISGARH
Raipur ,492016,RAIPUR,CHHATTISGARH
Delhi North ,110054,CENTRAL,DELHI
Delhi North ,110007,CENTRAL,DELHI
Delhi North ,110042,NORTH WEST,DELHI
New Delhi South ,110080,SOUTH,DELHI
New Delhi South ,110019,South East,DELHI
New Delhi South ,110025,South East,DELHI
New Delhi South ,110065,South East,DELHI
New Delhi South ,110049,South East,DELHI
New Delhi South ,110014,South East,DELHI
New Delhi South West ,110029,SOUTH,DELHI
New Delhi South West ,110061,SOUTH WEST,DELHI
New Delhi South West ,110016,SOUTH,DELHI
New Delhi South West ,110070,NEW DELHI,DELHI
New Delhi South West ,110057,NEW DELHI,DELHI
New Delhi West ,110028,NEW DELHI,DELHI
New Delhi West ,110015,WEST,DELHI
New Delhi West ,110026,WEST,DELHI
Ahmedabad City ,380009,AHMADABAD,GUJARAT
Ahmedabad City ,380015,AHMADABAD,GUJARAT
Ahmedabad City ,380005,AHMADABAD,GUJARAT
Ahmedabad City ,380010,NA,NA
Ahmedabad City ,380011,NA,NA
Ahmedabad City ,382345,AHMADABAD,GUJARAT
Ahmedabad City ,382340,AHMADABAD,GUJARAT
Ahmedabad City ,382415,AHMADABAD,GUJARAT
Ahmedabad City ,382475,AHMADABAD,GUJARAT
Ahmedabad City ,380008,AHMADABAD,GUJARAT
Ahmedabad City ,382418,AHMADABAD,GUJARAT
Gandhinagar ,382421,GANDHINAGAR,GUJARAT
Gandhinagar ,382428,AHMADABAD,GUJARAT
Gandhinagar ,382045,GANDHINAGAR,GUJARAT
Ahmedabad City ,382481,AHMADABAD,GUJARAT
Ahmedabad City ,380060,AHMADABAD,GUJARAT
Gandhinagar ,382610,GANDHINAGAR,GUJARAT
Gandhinagar ,382620,GANDHINAGAR,GUJARAT
Gandhinagar ,382050,GANDHINAGAR,GUJARAT
Gandhinagar ,382006,GANDHINAGAR,GUJARAT
Mahesana ,384140,MAHESANA,GUJARAT
Mahesana ,384345,MAHESANA,GUJARAT
Mahesana ,384316,NAGAUR,RAJASTHAN
Patan ,384265,PATAN,GUJARAT
Bhavnagar ,364081,BHAVNAGAR,GUJARAT
Gondal ,360430,RAJKOT,GUJARAT
Junagadh ,362263,JUNAGADH,GUJARAT
Kutch ,370230,KACHCHH,GUJARAT
Kutch ,370421,KACHCHH,GUJARAT
Porbandar ,360545,PORBANDAR,GUJARAT
Porbandar ,362225,JUNAGADH,GUJARAT
Porbandar ,360577,PORBANDAR,GUJARAT
Hindupur ,515201,ANANTAPUR,ANDHRA PRADESH
Nandyal ,518186,Nandyal,ANDHRA PRADESH
Proddatur ,516311,Y.S.R.,ANDHRA PRADESH
Proddatur ,516312,Y.S.R.,ANDHRA PRADESH
Tirupati ,517510,NA,NA
Bhimavaram ,534211,WEST GODAVARI,ANDHRA PRADESH
Eluru ,534406,WEST GODAVARI,ANDHRA PRADESH
Gudivada ,521390,KRISHNA,ANDHRA PRADESH
Gudivada ,521201,Eluru,ANDHRA PRADESH
Gudur ,524132,SPSR NELLORE,ANDHRA PRADESH
Guntur ,522006,GUNTUR,ANDHRA PRADESH
Guntur ,522239,GUNTUR,ANDHRA PRADESH
Khammam ,507101,BHADRADRI KOTHAGUDEM,TELANGANA
Machilipatnam ,521004,KRISHNA,ANDHRA PRADESH
Narasaraopet ,522619,Palnadu,ANDHRA PRADESH
Nellore ,524005,SPSR NELLORE,ANDHRA PRADESH
Nellore ,524347,SPSR NELLORE,ANDHRA PRADESH
Prakasam ,523166,Bapatla,ANDHRA PRADESH
Prakasam ,523002,PRAKASAM,ANDHRA PRADESH
Prakasam ,523261,Bapatla,ANDHRA PRADESH
Tadepalligudem ,534101,WEST GODAVARI,ANDHRA PRADESH
Tenali ,522316,GUNTUR,ANDHRA PRADESH
Tenali ,522101,Bapatla,ANDHRA PRADESH
Vijayawada ,521153,KRISHNA,ANDHRA PRADESH
Vijayawada ,520003,NTR,ANDHRA PRADESH
Vijayawada ,521164,KRISHNA,ANDHRA PRADESH
Vijayawada ,521231,NTR,ANDHRA PRADESH
Amalapuram ,533201,Konaseema,ANDHRA PRADESH
Amalapuram ,533219,Konaseema,ANDHRA PRADESH
Kakinada ,533003,Kakinada,ANDHRA PRADESH
Kakinada ,533002,Kakinada,ANDHRA PRADESH
Kakinada ,533444,Kakinada,ANDHRA PRADESH
Kakinada ,533450,EAST GODAVARI,ANDHRA PRADESH
Kakinada ,533432,Kakinada,ANDHRA PRADESH
Kakinada ,533440,EAST GODAVARI,ANDHRA PRADESH
Parvathipuram ,535569,VIZIANAGARAM,ANDHRA PRADESH
Rajahmundry ,533108,EAST GODAVARI,ANDHRA PRADESH
Rajahmundry ,533355,EAST GODAVARI,ANDHRA PRADESH
Srikakulam ,532401,SRIKAKULAM,ANDHRA PRADESH
Srikakulam ,532222,SRIKAKULAM,ANDHRA PRADESH
Visakhapatnam ,530017,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530024,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530058,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530026,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530004,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530007,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530008,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530047,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530059,VISAKHAPATANAM,ANDHRA PRADESH
Visakhapatnam ,530056,VISAKHAPATANAM,ANDHRA PRADESH
Dibrugarh ,786622,DIBRUGARH,ASSAM
Dibrugarh ,786191,DIBRUGARH,ASSAM
Tinsukia ,786125,TINSUKIA,ASSAM
Goalpara ,783325,DHUBRI,ASSAM
Goalpara ,783133,GOALPARA,ASSAM
Goalpara ,783386,CHIRANG,ASSAM
Goalpara ,783333,DHUBRI,ASSAM
Guwahati ,781006,KAMRUP METRO,ASSAM
Guwahati ,781029,KAMRUP METRO,ASSAM
Guwahati ,781150,KAMRUP METRO,ASSAM
Guwahati ,781036,KAMRUP METRO,ASSAM
Guwahati ,781007,KAMRUP METRO,ASSAM
Guwahati ,781020,KAMRUP METRO,ASSAM
Guwahati ,781024,KAMRUP METRO,ASSAM
Guwahati ,781015,KAMRUP METRO,ASSAM
Guwahati ,781128,KAMRUP,ASSAM
Nalbari ,781355,NALBARI,ASSAM
Nalbari ,781335,NALBARI,ASSAM
Nalbari ,781353,NALBARI,ASSAM
Nalbari ,781351,NALBARI,ASSAM
Cachar ,788802,HAILAKANDI,ASSAM
Cachar ,788710,KARIMGANJ,ASSAM
Cachar ,788031,CACHAR,ASSAM
Darrang ,784523,UDALGURI,ASSAM
Darrang ,784010,SONITPUR,ASSAM
Solapur ,413001,SOLAPUR,MAHARASHTRA
Solapur ,413004,SOLAPUR,MAHARASHTRA
Solapur ,413007,SOLAPUR,MAHARASHTRA
Solapur ,413003,SOLAPUR,MAHARASHTRA
Chhatrapati Sambhajinagar ,431006,AURANGABAD,MAHARASHTRA
Chhatrapati Sambhajinagar ,431003,AURANGABAD,MAHARASHTRA
Bhusaval ,425505,JALGAON,MAHARASHTRA
Dhule ,424005,DHULE,MAHARASHTRA
Malegaon ,423303,NASHIK,MAHARASHTRA
Nanded ,431707,NANDED,MAHARASHTRA
Nasik ,422011,NASHIK,MAHARASHTRA
Nasik ,422206,NASHIK,MAHARASHTRA
Nasik ,422013,NASHIK,MAHARASHTRA
Nasik ,422014,NA,NA
Nasik ,422105,NASHIK,MAHARASHTRA
Osmanabad ,413510,LATUR,MAHARASHTRA
Osmanabad ,413501,OSMANABAD,MAHARASHTRA
Manipur ,795135,KAKCHING,MANIPUR
Manipur ,795008,IMPHAL WEST,MANIPUR
Mizoram ,796004,AIZAWL,MIZORAM
Mizoram ,796012,AIZAWL,MIZORAM
Mizoram ,796184,SERCHHIP,MIZORAM
Mizoram ,796291,AIZAWL,MIZORAM
Nagaland ,797118,DIMAPUR,NAGALAND
Agartala ,799005,West Tripura,TRIPURA
Agartala ,799001,Nirmal,TELANGANA
Agartala ,799150,South Tripura,TRIPURA
Arunachal Pradesh ,791121,PAPUM PARE,ARUNACHAL PRADESH
Arunachal Pradesh ,791110,PAPUM PARE,ARUNACHAL PRADESH
Arunachal Pradesh ,792124,PAPUM PARE,ARUNACHAL PRADESH
Meghalaya ,793007,EAST KHASI HILLS,MEGHALAYA
Meghalaya ,793003,EAST KHASI HILLS,MEGHALAYA
Meghalaya ,793016,EAST KHASI HILLS,MEGHALAYA
Meghalaya ,793018,EAST KHASI HILLS,MEGHALAYA
Meghalaya ,793014,EAST KHASI HILLS,MEGHALAYA
Meghalaya ,793001,EAST KHASI HILLS,MEGHALAYA
Meghalaya ,793122,RI BHOI,MEGHALAYA
Meghalaya ,793123,RI BHOI,MEGHALAYA
Meghalaya ,794101,WEST GARO HILLS,MEGHALAYA
Bhubaneswar ,751009,KHORDHA,ODISHA
Bhubaneswar ,751014,KHORDHA,ODISHA
Bhubaneswar ,751024,KHORDHA,ODISHA
Bhubaneswar ,751021,KHORDHA,ODISHA
Bhubaneswar ,751004,KHORDHA,ODISHA
Bhubaneswar ,751029,KHORDHA,ODISHA
Cuttack City ,754003,CUTTACK,ODISHA
Cuttack City ,753002,CUTTACK,ODISHA
Cuttack City ,753013,CUTTACK,ODISHA
Cuttack City ,753008,CUTTACK,ODISHA
Cuttack City ,753004,CUTTACK,ODISHA
Cuttack South ,754071,CUTTACK,ODISHA
Mayurbhanj ,757002,MAYURBHANJ,ODISHA
Mayurbhanj ,757027,MAYURBHANJ,ODISHA
Mayurbhanj ,757056,MAYURBHANJ,ODISHA
Bhubaneswar ,752022,KHORDHA,ODISHA
Nayagarh ,752069,NAYAGARH,ODISHA
Kolhapur ,416118,KOLHAPUR,MAHARASHTRA
RATNAGIRI ,415705,RATNAGIRI,MAHARASHTRA
RATNAGIRI ,415214,RATNAGIRI,MAHARASHTRA
RATNAGIRI ,415635,NA,NA
SANGLI ,416409,SANGLI,MAHARASHTRA
SANGLI ,415302,SANGLI,MAHARASHTRA
SANGLI ,416315,SANGLI,MAHARASHTRA
SINDHUDURG ,416517,SINDHUDURG,MAHARASHTRA
Mumbai City East ,400003,MUMBAI,MAHARASHTRA
Mumbai City East ,400012,MUMBAI,MAHARASHTRA
Mumbai City East ,400014,MUMBAI,MAHARASHTRA
Mumbai City North East ,400022,MUMBAI,MAHARASHTRA
Mumbai City North ,400058,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North ,400061,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North ,400150,NA,NA
Mumbai City North East ,400074,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North East ,400081,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North East ,400076,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North East ,400186,NA,NA
Mumbai City North West ,400067,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North West ,400095,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North West ,400103,MUMBAI SUBURBAN,MAHARASHTRA
Mumbai City North West ,400160,NA,NA
Mumbai City South ,400020,MUMBAI,MAHARASHTRA
Mumbai City West ,400013,MUMBAI,MAHARASHTRA
Mumbai City West ,400017,MUMBAI,MAHARASHTRA
Mumbai City West ,400016,MUMBAI,MAHARASHTRA
Mumbai City West ,400030,MUMBAI,MAHARASHTRA
Mumbai City South ,400032,MUMBAI,MAHARASHTRA
Navi Mumbai ,400703,THANE,MAHARASHTRA
Navi Mumbai ,410210,RAIGAD,MAHARASHTRA
Navi Mumbai ,410203,RAIGAD,MAHARASHTRA
Navi Mumbai ,400710,THANE,MAHARASHTRA
Navi Mumbai ,400706,THANE,MAHARASHTRA
Raigad ,402108,RAIGAD,MAHARASHTRA
Thane ,421506,THANE,MAHARASHTRA
Thane ,421203,THANE,MAHARASHTRA
Thane ,421103,THANE,MAHARASHTRA
Thane ,421005,THANE,MAHARASHTRA
Thane ,421202,THANE,MAHARASHTRA
Thane ,421503,THANE,MAHARASHTRA
Thane ,400610,THANE,MAHARASHTRA
Thane ,400605,THANE,MAHARASHTRA
Thane ,400603,THANE,MAHARASHTRA
Thane ,400602,THANE,MAHARASHTRA
Palghar ,401302,PALGHAR,MAHARASHTRA
Palghar ,401206,THANE,MAHARASHTRA
Palghar ,401401,PALGHAR,MAHARASHTRA
Palghar ,401402,PALGHAR,MAHARASHTRA
Palghar ,401504,PALGHAR,MAHARASHTRA
Amaravati ,444606,AMRAVATI,MAHARASHTRA
Amaravati ,444607,AMRAVATI,MAHARASHTRA
Amaravati ,444603,AMRAVATI,MAHARASHTRA
Amaravati ,444604,AMRAVATI,MAHARASHTRA
Amaravati ,444810,AMRAVATI,MAHARASHTRA
Chandrapur ,442901,CHANDRAPUR,MAHARASHTRA
Nagpur City ,440008,NAGPUR,MAHARASHTRA
Nagpur City ,440001,NAGPUR,MAHARASHTRA
Nagpur City ,440022,NAGPUR,MAHARASHTRA
Nagpur City ,440015,NAGPUR,MAHARASHTRA
Nagpur City ,440006,NAGPUR,MAHARASHTRA
Nagpur City ,440033,NAGPUR,MAHARASHTRA
Nagpur Moffusil ,441001,NAGPUR,MAHARASHTRA
Wardha ,442003,WARDHA,MAHARASHTRA
Wardha ,442305,WARDHA,MAHARASHTRA
Pandharpur ,413212,SOLAPUR,MAHARASHTRA
Pandharpur ,413206,SOLAPUR,MAHARASHTRA
Pandharpur ,413108,SOLAPUR,MAHARASHTRA
Pune City East ,411027,PUNE,MAHARASHTRA
Pune City East ,411039,PUNE,MAHARASHTRA
Pune City East ,411012,PUNE,MAHARASHTRA
Pune City East ,411026,PUNE,MAHARASHTRA
Pune City East ,411019,PUNE,MAHARASHTRA
Pune City East ,411018,PUNE,MAHARASHTRA
Pune City East ,411060,PUNE,MAHARASHTRA
Pune City East ,411036,PUNE,MAHARASHTRA
Pune City East ,411078,NA,NA
Pune City West ,411051,PUNE,MAHARASHTRA
Pune City West ,411038,PUNE,MAHARASHTRA
Pune City West ,411004,PUNE,MAHARASHTRA
Pune City West ,411005,PUNE,MAHARASHTRA
Pune City West ,411076,NA,NA
Pune Moffusil ,410301,PUNE,MAHARASHTRA
Pune Moffusil ,410401,PUNE,MAHARASHTRA
Karad ,415510,SATARA,MAHARASHTRA
Karad ,415212,SATARA,MAHARASHTRA
Satara ,415003,SATARA,MAHARASHTRA
Satara ,415517,SATARA,MAHARASHTRA
Shrirampur ,413717,AHMEDNAGAR,MAHARASHTRA
Shrirampur ,413722,AHMEDNAGAR,MAHARASHTRA
Shrirampur ,413725,AHMEDNAGAR,MAHARASHTRA
Burdwan ,713520,PURBA BARDHAMAN,WEST BENGAL
Burdwan ,713153,PURBA BARDHAMAN,WEST BENGAL
Burdwan ,713131,PURBA BARDHAMAN,WEST BENGAL
Burdwan ,713141,PURBA BARDHAMAN,WEST BENGAL
Burdwan ,713142,BANKURA,WEST BENGAL
Burdwan ,713166,PURBA BARDHAMAN,WEST BENGAL
Burdwan ,713420,PURBA BARDHAMAN,WEST BENGAL
Burdwan ,713421,PURBA BARDHAMAN,WEST BENGAL
Burdwan ,713519,PURBA BARDHAMAN,WEST BENGAL
Contai ,721405,MEDINIPUR EAST,WEST BENGAL
Contai ,721467,MEDINIPUR WEST,WEST BENGAL
Contai ,721427,MEDINIPUR EAST,WEST BENGAL
Contai ,721443,MEDINIPUR EAST,WEST BENGAL
Contai ,721451,MEDINIPUR WEST,WEST BENGAL
Contai ,721438,MEDINIPUR EAST,WEST BENGAL
Contai ,721439,MEDINIPUR EAST,WEST BENGAL
